mol,Name,Source,Tox,CAS,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
Clc1c(Cl)c(Cl)cc(OC)c1O,Phenol  2 3 4-trichloro-6-methoxy-,IndexNet2DMolFile,5.375,2668-24-8,23.797964,0,0,1,1,2,0,6,0,17,1,3,12,10,31.470856,1.8512268,0,0,7,3,0,5,0,0,2,0,0,2.6744804,-2.2340646,-0.6416983,0.57850617,2.225539,-2.2393,-0.3263537,0.98087192,2.4734912,-1.9600418,-0.25650457,1.0125937,2.5272188,8.6420345,1,0.083333336,6,17,0,12,1,1,0.083333336,11,0,9.3009653,8.3344927,4.0773501,4.5938582,5.5745859,4.1141696,1.5773503,2.1498299,0,0,1.089537,6,0,-0.78102869,-0.42430907,-0.008615097,2.0093005,-0.88678753,-0.16613431,0.37320608,2.2723761,-0.48320284,-0.11235476,0.42356008,2.3227389,2.6458557,3.4971318,1.6324208,3.3238411,3.361275,-3.3795555,0,4.009089,4.7835813,-0.14175513,7.7820725,14,1.5040129,0.091133207,10.083333,3.8062284,1.8595041,11.737418,4.4946547,2.2205758,4.3963037,2,1,1,0,3.359,-3.27618,4.915278,0,1,6,1,1,1,0,0,0,0.75330722,-0.75330722,0.24058931,0.43216723,15.808495,13.559239,8.458519,44.116947,0,0,0,0,88.745842,0,13.566921,0,0,2.503756,0.98659372,0.56123728,0.013406296,0.013406296,0.43876272,0,184.25597,104.81652,2.503756,2.503756,81.943199,0,0.33333334,0.5,0,0,0,0,1,0,0,0,1,0,186.75972,0,0,0,186.75972,0,4,0,1,0,0,0.083333336,3.3610001,36.385113,0,0,0,0,35.383869,10.50182,17.643185,0,127.93279,4.9688802,0,36.385113,0,20.988676,0,17.643185,0,152.8298,29.459999,0.65002245,4.5849624,2.2891481,6.8929548,186.75972,204.15459,2.503756,0,0,0,170.68904,0,16.070677,227.474,182,19,58
S=C(NCC)Nc1ccccc1,Urea  1-ethyl-3-phenyl-2-thio- (8CI),NIH3DMolFile,3.352,2741-06-2,28.941517,1,1,0,0,1,0,6,0,24,2,3,12,8,36.490227,1.520426,0,0,9,0,0,12,0,2,0,0,1,2.1301136,-2.4832954,-0.55808508,0.62159139,2.3737698,-2.6360681,-0.45486018,0.74283421,2.3644967,-2.186445,-0.42502731,0.84452426,2.6821473,15.578484,2,0.16666667,6,24,1,12,2,4,0.33333334,17,0,8.8115549,7.818603,5.5938582,6.3973413,5.8256984,4.3337164,2.6177905,3.5236034,0,0,0.79326737,8,0,-0.84089035,-0.35766372,0.09162911,2.1177256,-1.1641016,-0.288735,0.18382993,2.2290509,-0.51144838,-0.19075495,0.21983951,2.4517219,2.7661662,5.423625,2.0743496,2.0948384,2.0948384,-2.5127952,0,4.5169826,5.3317323,0,14,14,1,0,10.083333,5.6122451,4,7.8632708,4.2672501,2.9811599,2.7962117,2,2,1,0,1.785,-2.9720399,5.4239664,0,1,6,1,1,2,0,0,0,0.36116225,-0.36116225,0.33958197,0.53458881,121.61755,26.999058,31.384512,0,0,0,0,0,0,0,11.365152,0,0,0,1,0.059389528,0,0,0.94061047,0,191.36627,11.365152,0,0,180.00111,0,0.5,1,0,0,0,0,1,0,0,0,1,0,191.36627,0,0,0,191.36627,0,4,0,1,0,0,0.91666669,1.9929,18.01075,18.295273,0,18.439579,0,0,0,88.215919,0,81.274788,5.6340399,0,0,18.01075,0,20.767498,88.215919,18.7241,78.518044,56.150002,0.65002245,4.5849624,2.7591515,6.8243332,191.36627,212.00797,31.384512,0,0,11.365152,135.44998,13.166624,42.749664,180.27499,221,12,52
[n+]12c(-c3[n+](cccc3)CC1)cccc2,Dipyrido(1 2-a:2' 1'-c)pyrazinediium  6 7-dihydro-,DSSTox2DMolFile,5.138,2764-72-9,31.321516,1,1,0,0,0,0,12,2,26,0,0,14,12,34.172333,1.3143204,0,0,12,0,0,12,0,2,0,0,0,1.7617754,-2.3950198,-0.51212031,0.68582982,2.609935,-2.6846621,-0.48263595,0.73942804,2.5058556,-2.2872345,-0.42144603,0.78727561,2.7148011,17.078484,0,0,12,28,0,16,0,0,0,16,0,9.3804693,7.927443,7.0330157,8.2257681,6.9494896,4.9234171,3.3273504,4.6498299,0,0,0.72867566,7,2,-0.71058708,-0.3200587,0.095615774,2.5601108,-1.4515855,-0.27227026,0.14419438,2.5107763,-0.55336553,-0.1959675,0.16988949,2.7128727,0,14.465773,14.465773,0.39511585,0.39511585,-1.3982927,0,6.1977482,5.7598515,2,14,14,1,0,9.2421875,3.8677685,1.648283,6.2306762,2.519141,1.0453746,1.1211394,2,0,1,0,2.93753,-1.1206599,5.7184634,0,1,16,1,3,0,0,0,0,2.3067365,-0.3067365,0.17707065,0.5,31.616989,63.233978,0,0,0,53.998116,40.59901,0,0,0,0,0,0,0,0.50066996,0,0,0.49933004,1,0.49933004,94.850967,0,0,94.59713,189.44809,94.59713,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,189.44809,0,0,0,189.44809,0,4,0,3,0,0,0.85714287,1.475,3.7981856,0,0,0,0,0,0,145.80132,0,36.879158,5.2677999,3.7981856,0,0,0,5.513495,177.16698,0,0,7.7600002,0.64206427,5,2.4920335,7.3316159,189.44809,236.24501,0,0,0,0,189.44809,0,0,184.24199,271,22,76
Clc1c(Cl)cc(Cl)c(OP(=S)(OCC)OCC)n1,Phosphorothioic acid  O O-diethyl O-(3 5 6-trichloro-2-pyridinyl) ester,DSSTox2DMolFile,8.5450001,2921-88-2,39.750725,0,0,2,3,3,0,6,0,29,0,3,18,10,64.788605,2.2340896,0,0,9,3,0,11,0,1,3,1,1,2.6326668,-2.4536231,-0.48097372,0.3836244,2.4998577,-2.4134276,-0.17109621,0.66200215,2.6656604,-2.2081523,-0.097787179,0.78951001,2.7961626,26.693277,6,0.33333334,6,29,0,18,6,6,0.33333334,23,0,13.759149,13.631588,5.9915638,6.4307213,8.4148331,8.707427,2.4915638,2.8973768,0,0,1.0807985,9,0,-0.72654802,-0.37661743,-0.053575154,2.2430041,-0.80775052,-0.22150874,0.30708632,2.4160583,-0.51723373,-0.10048726,0.38892227,2.5358264,6.7001338,4.7137194,4.7137194,4.3748207,4.3748207,-5.2126689,1.3014073,3.8710341,7.7371359,0,14,14,1,0,16.055555,6.9632001,4.5659928,20.901131,9.2057552,6.1054177,10.689482,4,0,1,0,4.5180001,-5.0429702,8.0195236,0,1,6,1,1,6,1,0,0,1.4424425,-1.4424425,0.23202907,0.317285,74.625397,4.5197463,4.5197463,9.0107584,57.066479,0,15.590208,0,88.745842,0,4.6659718,15.01452,0,33.008488,0.60660815,0.46104944,0.15654546,0.39339185,0.53895056,0.23684637,186.08746,141.43481,48.023006,120.6797,165.33234,72.656685,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,306.76715,0,0,0,306.76715,0,5,0,1,0,0,0.6111111,4.7181001,6.9216304,16.78553,56.537235,41.852516,0,0,10.072992,17.643185,0,201.83969,7.7431998,13.843261,23.707159,0,14.887593,0,17.643185,41.852516,239.71907,72.669998,0.50325835,5.1699252,2.967725,8.0594578,306.76715,314.12143,15.01452,0,0,0,216.52768,75.224953,15.01452,350.59,612,26,86
Clc1c(Cl)cccc1[N+](=O)[O-],Benzene  1 2-dichloro-3-nitro-,DSSTox2DMolFile,4.6269999,3209-22-1,19.624378,1,1,0,0,0,0,6,0,14,0,0,11,9,29.038307,2.0741646,0,0,6,2,0,3,0,1,2,0,0,2.5577297,-2.0893581,-0.62317067,0.64360881,2.2200794,-1.9723825,-0.36500829,0.94561416,2.3875656,-1.8311943,-0.34856561,0.96963501,2.4767761,5.3756208,1,0.090909094,6,14,1,11,1,1,0.090909094,7,0,8.4307213,6.7635479,3.2320509,3.8533711,5.1258979,3.4666655,1.7440169,2.4831634,0,0,1.0747631,5,0,-0.71033317,-0.41196463,0.050989851,1.9684734,-0.80907226,-0.18883932,0.33529219,2.1546242,-0.49083778,-0.13159956,0.39226654,2.2437654,3.3297095,1.4056385,1.4056385,3.457957,3.457957,-3.4792473,0,4.6913857,4.1782827,0,14,14,1,0,9.090909,3.5999999,1.9753087,8.551239,3.3638031,1.8347952,2.6149712,3,0,1,0,3.0209999,-3.6436901,4.2175975,1,1,6,1,1,1,0,0,0,0.67265308,-0.67265308,0.44468784,0.38396481,31.616989,24.356276,4.5197463,0,0,6.6995511,0,0,59.163895,0,0,0,33.931049,0,0.74651426,0.58079976,0.21168867,0.25348577,0.41920024,0.04179709,119.65691,93.09494,33.931049,40.6306,67.192558,6.6995511,0.40000001,0.66666669,0,0,0,0,1,0,0,0,1,0,160.28751,0,0,0,160.28751,0,3,1,1,0,0,0,2.9015999,0,7.0856161,0,50.935009,0,0,7.0012131,52.929554,0,81.054039,4.3116398,7.0856161,0,50.935009,7.0012131,2.7567475,52.929554,0,78.297287,45.82,0.68403846,4.4594316,2.2090006,6.6298118,160.28751,175.8313,0,0,0,0,126.35645,33.931049,0,192.00099,146,15,52
SC[C@H](O)[C@@H](O)CS,2 3-Butanediol  1 4-dimercapto-  (R* R*)- (+-)- (9CI),IndexNet2DMolFile,3.757,3483-12-3,21.111931,1,1,0,0,2,0,0,0,18,2,4,8,4,29.839369,1.6577427,0,0,4,0,0,10,0,0,2,0,2,3.2924781,-2.5790136,-0.67620271,0.73444527,2.5995853,-2.724432,-0.73677671,0.63940519,2.4878285,-2.3363588,-0.46744952,0.89577615,2.8478031,15.49207,3,0.42857143,0,17,0,7,5,3,0.42857143,17,0,6.5689139,6.1466227,2.5689142,2.5689142,3.718744,3.5635943,1.1498299,1.1498299,2,0,1.0510172,5,0,-0.79079247,-0.41516122,0.16676405,2.112962,-0.94669122,-0.44923678,0.064671218,2.0747387,-0.51952422,-0.12661335,0.28755879,2.370012,5.236691,5.1644769,1.6937311,-0.045741055,-0.043735195,-0.64069599,0,0,3.6500151,-0.0065378314,9.1828737,14,1.0402128,0.0039052221,8,3.9375,2.8125,11.755101,6.125,4.59375,8.999999,2,2,1,0,0.046,-1.16238,3.802494,0,1,0,1,0,3,0,0,0,0.59742552,-0.59742552,0.32568747,0.36726472,0,0,35.569111,16.917038,0,0,0,0,62.769024,0,0,27.133842,0,0,0.80943865,0.63138902,0.19056134,0.19056134,0.36861095,0,115.25517,89.902863,27.133842,27.133842,52.486153,0,0.40000001,0.66666669,0,0,0,0,1,0,0,0,1,0,142.38902,0,0,0,142.38902,0,3,1,0,0,0,0,-0.43220001,50.770454,0,12.937299,34.467129,0,0,0,0,92.214218,0,3.9721601,0,50.770454,0,12.937299,0,0,34.467129,92.214218,118.06,0.75787848,3.8073549,2.1055162,5.6514521,142.38902,137.17569,0,0,0,0,52.486153,62.769024,27.133842,154.254,68,8,30
Clc1ccc(C(C)c2ccc(Cl)cc2)cc1,Benzene  1 1'-ethylidenebis(4-chloro-,DougDB3DMolFile,6.8559999,3547-04-4,37.001514,0,0,1,1,0,0,12,0,28,0,0,16,16,36.283421,1.2958364,0,0,14,2,0,12,0,0,0,0,0,1.8149599,-2.4767706,-0.64548624,0.70075166,2.4389284,-2.3215432,-0.53807992,0.81235033,2.5953403,-2.1976378,-0.49986199,0.85431087,2.7289071,13.958484,2,0.11764706,12,29,0,17,2,2,0.11764706,17,0,11.543606,10.46394,8.1961527,9.5436058,7.6647038,5.9313283,4.7974348,6.5100031,0,0,0.8266142,10,0,-0.76890475,-0.38497877,0.081232287,2.3881173,-0.6151405,-0.26386139,0.23962311,2.5666418,-0.50373667,-0.21605732,0.26944411,2.6893053,0.51333803,2.3467007,2.3467007,5.7966027,5.7966027,-5.1944084,0,6.5775652,6.8650103,0,14,14,1,0,12.456747,5.5576558,3.25,10.941354,4.836453,2.8086026,3.3073342,0,0,1,1,5.5079999,-5.4850602,7.0749679,0,1,12,1,2,2,1,0,0,0.21360546,-0.21360546,0.26989955,0.3850309,94.850967,9.0394926,0,0,0,0,0,67.651054,59.163895,0,0,0,0,0,1,0.54968345,0,0,0.45031652,0,230.70541,126.81495,0,0,103.89046,0,0.5,1,0,0,0,0,1,0,0,0,1,0,230.70541,0,0,0,230.70541,0,5,0,2,0,0,1,5.1451998,0,0,0,0,6.37115,0,11.412009,141.14548,0,111.62331,7.0421,0,0,0,17.783159,0,141.14548,0,111.62331,0,0.56510133,5.0874629,2.9938202,7.6751399,230.70541,289.20383,0,0,0,0,230.70541,0,0,251.15599,459,22,80
S=C=Nc1ccc(N=C=S)cc1,Isothiocyanic acid  1 4-phenylenedi-,NIST2DMolFile,6.3969998,4044-65-9,24.747171,0,0,2,3,4,0,6,0,16,0,4,12,6,28,1.75,0,0,8,0,0,4,0,2,0,0,2,2.1484804,-2.1365309,-0.63920915,0.70642787,2.1202791,-1.8998671,-0.53807992,0.80591482,2.3704474,-1.8067291,-0.49986199,0.87554157,2.453192,9.2928276,2,0.16666667,6,16,4,12,0,2,0.16666667,6,0,8.8115549,7.6533179,4.309401,5.3973413,5.8637033,3.9405394,1.8213673,2.6329932,0,0,0.87986261,9,0,-0.73506057,-0.37707525,0.084522642,1.9327123,-0.63120288,-0.26386139,0.25343519,2.1692369,-0.38597807,-0.18788753,0.36649236,2.2752388,6.2351704,1.8271487,1.8271487,2.9210043,2.9210043,-3.8010969,0,6.1995864,5.2450032,0,14,14,1,0,10.083333,5.6122451,3.515625,7.9542384,4.3218956,2.6562982,2.8647823,2,0,1,0,4.4679999,-3.7520599,5.494523,0,1,8,1,1,2,0,0,0,0.58681673,-0.58681673,0.2746343,0.36751366,63.233978,13.399102,0,62.769024,0,0,0,0,44.551136,0,0,11.365152,0,0,0.94181216,0.28628275,0.058187824,0.058187824,0.71371722,0,183.95323,55.916286,11.365152,11.365152,139.4021,0,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,195.31839,0,0,0,195.31839,0,5,1,1,0,0,1,3.1552,0,27.891474,0,0,0,33.57106,0,70.572739,0,95.897552,5.5816002,0,33.57106,0,0,5.513495,70.572739,27.891474,90.384056,88.900002,0.65002245,4.5849624,2.8314564,6.8046589,195.31839,213.93567,74.134178,0,0,0,76.63308,44.551136,74.134178,192.26601,224,13,52
S=C(N(C)c1ccccc1)N,1-Methyl-1-phenylthiourea,NIH3DMolFile,3.237,4104-75-0,25.847931,1,1,0,0,1,0,6,0,21,1,2,11,7,33.019386,1.5723517,0,0,8,0,0,10,0,2,0,0,1,2.3553536,-2.4196422,-0.56223768,0.628066,2.28601,-2.6033623,-0.45763871,0.75961888,2.3621771,-2.0553529,-0.41945961,0.83273083,2.6581762,13.39207,2,0.18181819,6,21,1,11,1,2,0.18181819,14,0,8.2675848,7.1360602,4.8867512,5.6902347,5.2152143,3.7061584,1.9106836,2.8164966,0,0,0.80715114,6,0,-0.83698738,-0.36482492,0.067237861,2.1083999,-1.3705629,-0.27715939,0.15411861,2.2298856,-0.4679586,-0.18603708,0.21112134,2.4498312,2.707835,5.3982873,2.2733417,1.8481746,1.8481746,-2.2780261,0,4.5171199,4.8773646,0,14,14,1,0,9.090909,4.1326532,2.5,6.9122396,3.0461786,1.7919179,1.9141742,2,2,1,0,1.4579999,-2.7002001,4.9168062,0,1,6,1,1,1,0,0,0,0.33130494,-0.33130494,0.37075403,0.69221479,98.908646,33.89946,31.384512,0,0,0,0,0,0,17.742489,0,0,0,0,1,0.097520977,0,0,0.90247905,0,181.9351,17.742489,0,0,164.19263,0,0.5,1,0,0,0,0,1,0,0,0,1,0,181.9351,0,0,0,181.9351,0,3,0,1,0,0,0.90909094,1.3664,36.0215,0.28452146,0,0,0,32.897186,0,88.215919,0,47.948776,5.1631398,0,0,3.1243138,0,35.653934,88.215919,0.28452146,78.089218,61.349998,0.68403846,4.4594316,2.4086046,6.6027679,181.9351,193.48048,31.384512,0,0,17.742489,119.64149,13.166624,49.126999,166.248,156,13,50
O(C)c1ccc(/C=C/C)cc1,Benzene  1-methoxy-4-(1-propenyl)-  (E)-,DSSTox2DMolFile,7.3369999,4180-23-8,26.403517,1,1,0,0,1,0,6,0,23,0,1,11,10,27.803095,1.2088301,0,0,10,0,0,12,0,0,1,0,0,2.1717937,-2.2829707,-0.60960805,0.61882997,2.217895,-2.2456794,-0.51922935,0.72782809,2.4059055,-1.9806354,-0.44170481,0.78905535,2.5403597,15.034484,2,0.18181819,6,23,1,11,1,2,0.18181819,16,0,8.1044483,6.8723497,6.4641018,7.3973413,5.3637033,3.6330984,3.020726,4.2483482,0,0,0.69466007,8,0,-0.78954154,-0.38732326,0.035486583,2.1179686,-0.88675243,-0.25802836,0.14556168,2.2996199,-0.48365974,-0.20017615,0.16678542,2.4226682,0.93442959,3.0370846,3.0370846,2.9106693,2.9106693,-2.7121017,0,4.1541533,4.6024117,0,14,14,1,0,9.090909,4.7928996,2.8444445,6.6083035,3.3592896,1.9290521,2.0181096,1,0,1,0,2.8039999,-2.86235,4.7425532,0,1,7,1,1,2,0,0,0,0.35823202,-0.35823202,0.50566834,0.91472787,92.642426,8.458519,0,35.658428,0,0,0,33.825527,0,0,0,0,0,2.503756,0.98553485,0.20988829,0.014465165,0.014465165,0.79011172,0,170.5849,36.329285,2.503756,2.503756,136.75938,0,0.5,1,0,0,0,0,1,0,0,0,1,0,173.08867,0,0,0,173.08867,0,4,0,1,0,0,0.090909094,2.7283001,10.999887,0,0,0,3.185575,35.383869,0,88.215919,17.643185,38.569443,4.7701998,0,10.999887,0,8.4290028,0,88.215919,17.643185,68.709885,9.2299995,0.68403846,4.4594316,2.6623862,6.5568075,173.08867,195.93613,2.503756,0,0,0,170.5849,0,2.503756,148.205,170,12,48
O=C1C=C2C3(O)C(C)(C(C(O)(C(O)CCC(O)(C)C)C)CC3)CCC2C2(C)C1CC(O)C(O)C2,Cholest-7-en-6-one  2 3 14 20 22 25-hexahydroxy-  (2-beta 3-beta 5-beta 22R)- (9CI),NIH3DMolFile,5.2909999,5289-74-7,82.472893,0,0,3,5,7,0,0,0,78,6,13,34,26,102.01293,1.3078581,0,0,27,0,0,44,0,0,7,0,0,1.6158298,-2.9097857,-0.46785304,0.5245679,2.9647636,-2.9026384,-0.4715592,0.43608832,2.9963195,-2.6672881,-0.31805956,0.59944397,3.2069786,49.059109,5,0.13513513,0,81,2,37,6,5,0.13513513,79,0,25.482763,21.289837,18.198307,18.482763,15.471652,12.944654,11.295113,11.662251,10,10,0.8297289,15,0,-0.8067444,-0.37488782,0.031995542,3.4850121,-0.92732745,-0.35754728,-0.011860802,3.5172763,-0.54112911,-0.21737035,0.12601009,3.7032893,9.5937958,15.276187,8.1276283,1.3986534,1.3986534,-3.0669661,0,1.6112072,12.896279,0,14,14,1,0,27.046019,8.5139837,4.0991735,25.705408,8.079134,3.8854773,6.10816,7,6,1,1,1.867,-3.1856,12.589641,0,1,20,0,4,5,2,0,0,1.6375797,-1.6375797,0.11146744,0.17792654,293.73578,2.2085397,0,33.834076,0,0,0,2.2085397,0,0,0,81.401527,13.566921,0,0.77756822,0.22760454,0.22243178,0.22243178,0.77239543,0,331.98694,97.176987,94.968445,94.968445,329.77838,0,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,426.95538,0,0,0,426.95538,0,8,1,4,0,0,0.05882353,1.854,152.31136,5.6876111,43.268166,0,13.232388,3.185575,0,17.643185,150.94725,166.63008,12.66018,23.862217,152.31136,13.232388,22.591522,0,168.59042,5.6876111,166.63008,138.45,0.34317648,6.2094536,3.5932562,9.8897781,426.95538,525.82233,13.566921,0,0,0,323.52841,8.458519,94.968445,480.642,3168,74,200
S=C(N(C)C)N,Urea  1 1-dimethyl-2-thio- (8CI),NIH3DMolFile,3.395,6972-05-0,15.714344,1,1,0,0,1,0,0,0,14,1,2,6,2,22.548082,1.6105772,0,0,3,0,0,8,0,2,0,0,1,3.077395,-2.4793005,0.010953539,0.095775865,2.3273861,-2.6512351,0.123,0.21701457,2.2308085,-2.1611304,0.099413335,0.34737635,2.6477354,11.205656,1,0.2,0,13,1,5,2,1,0.2,12,0,5.1547008,4.7493086,2.5,2.5773504,2.6427345,2.0190816,0,0,0,0,0.88308722,3,0,-0.85383385,-0.21032393,-0.064224131,1.8134003,-1.3705093,-0.15103546,0.023800001,1.7661885,-0.49868745,-0.060586665,0.091719612,2.1246974,3.9120507,4.6608496,1.8217649,-0.12328825,-0.12328825,-0.49884564,0,1.2359039,2.844188,0,14,14,1,0,6,2.2222223,3,5.6011467,2.0407076,2.7097919,1.9050504,2,2,1,0,-0.34200001,-0.87633997,2.839982,0,1,0,1,0,0,0,0,0,0.35092366,-0.35092366,0.3492291,0.70851421,13.166624,67.79892,31.384512,0,0,0,0,0,0,17.742489,0,0,0,0,1,0.13638359,0,0,0.86361641,0,130.09254,17.742489,0,0,112.35006,0,0.33333334,0.5,0,0,0,0,1,0,0,0,1,0,130.09254,0,0,0,130.09254,0,2,0,0,0,0,0.83333331,-0.2084,32.897186,3.4088354,0,0,0,65.794373,0,0,0,45.192028,3.0473399,0,3.1243138,0,0,32.897186,0,0.28452146,110.9864,61.349998,0.85240519,3.321928,1.5655962,4.7883415,130.09254,108.83749,31.384512,0,0,17.742489,67.79892,13.166624,49.126999,104.177,29,4,22
S(P(=O)(OC)N)C,Phosphoramidothioic acid  O S-dimethyl ester,DSSTox2DMolFile,6.618,10265-92-6,18.088345,1,1,0,0,2,0,0,0,15,1,3,7,2,30.603359,2.0402238,0,0,2,0,0,8,0,1,2,1,1,3.3604352,-2.3842216,-0.096323758,0.053366151,2.4259069,-2.4670873,-0.050609492,0.24328446,2.6535513,-2.0471828,0.084310465,0.21513034,2.817241,18.439655,2,0.33333334,0,14,0,6,4,2,0.33333334,14,0,5.9142137,5.9602327,2,2,3.1213202,5.1462026,0,0,1,1,1.0994698,4,0,-0.76713371,-0.29382735,-0.10663385,1.8644068,-1.3501751,-0.12109447,0.10390339,2.0433643,-0.48116803,-0.08841297,0.05014858,2.2035151,5.2037468,7.304513,3.349194,-0.64651,-0.64646262,-0.45605013,1.2992853,0,3.3220186,0.00010922507,14,10.96163,1.0011061,6.511969e-005,7,2.34375,2.6666667,11.087384,4.0207996,4.9784536,6.3685927,3,2,1,0,-0.50700003,-0.54654002,3.2996902,0,1,0,1,0,2,0,0,0,0.63745701,-0.63745701,0.49564579,0.49501431,0,21.384594,67.042938,0,0,0,14.170063,0,0,19.80777,0,15.729136,0,4.6659718,0.7579478,0.28153181,0.14282241,0.24205221,0.71846819,0.099229805,108.23531,40.202877,20.395109,34.56517,102.5976,14.170063,0.5,1,0,0,0,0,1,0,0,0,1,0,142.80048,0,0,0,142.80048,0,2,0,0,0,0,0.71428573,-0.0076000001,51.410721,0,6.9216304,0,0,67.075043,0,0,0,38.668736,3.16324,29.355396,0,0,0,28.976957,0,0,105.74378,52.32,0.80309099,3.5849626,1.7723389,5.2655835,142.80048,121.02834,20.395109,0,0,19.80777,67.042938,35.554657,40.202877,141.131,44,6,28
