mol,Name,Source,Tox,CAS,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
ClCC(O)C,1 -Chloro-2-propanol,,1.61,127-00-4,12.929551,1,1,0,0,1,0,0,0,12,1,2,5,4,18.613178,1.5510982,0,0,3,1,0,7,0,0,1,0,0,2.5395389,-2.4787021,-0.21499935,0.23963557,2.4793947,-2.5464101,-0.11837281,0.47405744,2.4489021,-2.2483859,-0.069070436,0.51490873,2.7083313,8.0724487,1,0.25,0,11,0,4,3,1,0.25,11,0,4.2844572,3.8655641,2.284457,2.284457,2.2700555,2.0455811,0.98559856,0.98559856,1,1,0.97678632,3,0,-0.79547018,-0.2652835,-0.036059588,1.8331027,-0.90241694,-0.16233799,0.067570321,1.8559446,-0.52000672,-0.1099182,0.19432254,2.0512743,1.6659122,2.6711404,1.5181009,0.85095656,0.85095769,-0.59202665,0,0,2.1177099,-3.83E-06,12.417008,14,1.0000516,2.28E-06,5,2.25,4,6.7703705,3.326072,6.7187557,4.5037479,1,1,1,0,0.61199999,-0.48049,2.2648854,1,1,0,1,0,1,0,0,0,0.33272007,-0.33272007,0.50571948,0.66658455,29.408449,0,18.119701,8.458519,0,0,0,0,0,29.581947,0,13.566921,0,0,0.86314774,0.43525127,0.13685225,0.13685225,0.56474876,0,85.568619,43.148869,13.566921,13.566921,55.986671,0,0.33333334,0.5,0,0,0,0,1,0,0,0,1,0,99.135536,0,0,0,99.135536,0,2,1,0,0,0,0.40000001,0.60600001,25.385227,0,6.4686494,19.183437,0,0,0,0,0,72.474655,2.2400801,0,25.385227,0,6.4686494,0,0,19.183437,72.474655,20.23,0.90438145,3,1.5219281,4.1971598,99.135536,89.56411,0,0,0,0,85.568619,0,13.566921,94.541,18,2,16
Fc1cc([N+](=O)[O-])c(OC)cc1,4-fluoro-2-nitroquiniline,,3.5,445-83-0,20.383759,1,1,0,0,0,0,6,0,18,0,0,12,9,35.142502,1.9523612,0,0,7,0,1,6,0,1,3,0,0,2.5549762,-2.2157137,-0.59196305,0.57005608,2.2794657,-2.2466042,-0.42884585,0.74115843,2.3914771,-1.9745356,-0.40415689,0.75081736,2.5033481,10.934242,2,0.16666667,6,18,1,12,1,2,0.16666667,11,0,9.1378279,6.2819738,4.2320509,4.8533711,5.6470656,3.1281438,1.7380339,2.4663265,0,0,0.9525637,6,0,-0.77322865,-0.42947233,0.015768932,2.0871007,-0.88704276,-0.23552069,0.19599,2.2038758,-0.49159709,-0.19180556,0.17476396,2.3126605,4.0197668,3.8008633,3.8008633,2.0463679,2.0463679,-2.2908511,0,4.580246,4.0287561,0,14,14,1,0,10.083333,4.296875,2.4930749,7.2483478,2.9852216,1.685846,1.8031603,4,0,1,0,1.985,-2.5204699,3.9895155,1,1,6,1,1,2,0,0,0,1.0423806,-1.0423806,0.29934439,0.30884755,31.616989,4.0280342,24.82934,44.116947,0,0,6.6995511,0,0,0,0,11.908636,33.931049,2.503756,0.65519321,0.30283868,0.30283868,0.34480679,0.69716132,0.041968118,104.59131,48.343441,48.343441,55.042992,111.29086,6.6995511,0.5,1,0,0,0,0,1,0,0,0,1,0,159.63431,0,0,0,159.63431,0,3,1,1,0,0,1,1.7424999,10.999887,7.0856161,9.1210184,50.935009,0,35.383869,0,52.929554,0,22.960289,3.96064,7.0856161,25.960001,60.056026,5.2434282,2.7567475,52.929554,0,35.383869,55.049999,0.65002245,4.5849624,2.360678,6.8831973,159.63431,173.29968,0,0,0,0,123.1995,36.434803,0,171.127,190,16,56
S(=O)(=O)(O)c1c(O)c(O)cc(S(=O)(=O)O)c1,Tiron,,2.8499999,149-45-1,26.776758,0,0,2,3,8,0,6,0,22,8,16,16,6,41.087944,1.8676339,0,0,6,0,0,6,0,0,8,0,2,2.8790014,-2.2717335,-0.87096226,0.73220497,2.4523695,-2.3181384,-0.8435002,0.81951725,2.4770803,-1.9865927,-0.61314964,0.95254642,2.7270241,19.511242,2,0.125,6,22,0,16,2,2,0.125,16,0,12.723615,9.0260382,3.1547005,3.7236147,7.0317106,6.4221044,1.6547005,2.2996597,0,0,1.2210749,6,0,-0.75056493,-0.45762017,0.13313758,2.3006284,-0.80923986,-0.4939,0.19929969,2.3370755,-0.43357685,-0.19599307,0.34370336,2.5291872,8.1733418,16.181801,2.4560487,0.20061432,-0.79945374,-1.0542356,2.8828874,3.4337394,5.4210968,-2.5692911,-2.6728837,14,2.4800584,26.706291,14.0625,4.3491125,3.25,14.677097,4.55268,3.4096875,4.1762581,8,4,1,0,-0.84600002,-0.76112002,4.9913998,0,1,6,1,1,2,0,0,0,1.675692,-1.675692,0.20943864,0.13040417,0,0,38.834061,8.458519,15.808495,8.458519,8.3692026,0,0,0,27.133842,96.049568,0,0,0.36643007,0.60647959,0.47288921,0.6335699,0.39352039,0.16068073,74.426422,123.18341,96.049568,128.68579,79.928795,32.636215,0.33333334,0.5,0,0,0,0,1,0,0,0,1,0,203.11221,0,0,0,203.11221,0,4,0,1,0,0,0,-1.5402,96.631958,96.343376,17.166298,0,0,3.1014678,0,35.286369,0,10.486856,4.8580799,96.343376,96.631958,3.1014678,10.486856,0,35.286369,0,17.166298,149.2,0.54356444,5,2.5390115,7.7432261,203.11221,216.35854,0,0,0,0,56.903233,23.025566,123.18341,270.23801,398,25,84
Clc1nc(NC(C)(C)C)nc(NCC)n1,terbuthylazine,,3.74,5915-41-3,34.188686,1,0,0,1,3,0,6,0,31,2,5,15,7,49.44112,1.5948749,0,0,9,1,0,16,0,5,0,0,0,2.4586718,-2.6463358,-0.11696758,0.056917302,2.5912583,-2.6619742,0.035616934,0.17216881,2.621146,-2.3812459,0.1057,0.39049742,2.8573887,23.191313,3,0.2,6,31,0,15,2,4,0.26666668,25,0,11.474691,10.182641,6.7071066,6.9391575,6.9039969,5.2192478,2.2071068,2.2071068,0,0,0.86239296,8,0,-0.8077994,-0.28432566,-0.11740403,2.3574812,-0.98515707,-0.23181652,0.081386052,2.4079573,-0.51838648,-0.058409959,0.18563357,2.613507,8.1007299,6.279273,2.7451751,0.90701926,0.90701926,-2.3361471,0,3.8592372,6.1624417,0,14,14,1,0,13.066667,5.3650794,5.04,11.035287,4.4720564,4.1562634,3.2900283,5,2,1,0,1.012,-3.89147,5.9985094,0,1,6,1,1,4,0,0,0,0.91673976,-0.91673976,0.24893056,0.20268492,117.6338,20.299505,0,0,44.864918,0,0,29.581947,0,0,28.41288,0,0,0,0.8136785,0.24084926,0,0.18632148,0.75915074,0.18632148,195.92813,57.994827,0,44.864918,182.79822,44.864918,0.5,1,0,0,0,0,1,0,0,0,1,0,240.79305,0,0,0,240.79305,0,4,1,1,0,0,0.80000001,2.1672001,0,86.37809,0,18.439579,0,0,2.6429517,0,0,176.25089,6.2376399,0,50.35659,0,2.6429517,39.819687,0,18.439579,172.4527,62.73,0.56650949,4.9068904,2.8137586,7.5130105,240.79305,247.66783,17.047728,0,0,11.365152,167.51526,44.864918,28.41288,229.715,380,17,72
Clc1ccccc1,Chlorobenzene,,3.8699999,108-90-7,16.073965,1,1,0,0,0,0,6,0,12,0,0,7,7,15.900134,1.3250113,0,0,6,1,0,5,0,0,0,0,0,2.2149367,-2.1326063,-0.65560663,0.68532974,2.0845187,-1.9327102,-0.4844422,0.86617982,2.2989411,-1.8024557,-0.45391199,0.90128922,2.4236262,5.886035,0,0,6,12,0,7,1,0,0,6,0,5.112884,4.5206447,3.3867514,4.112884,3.3938468,2.4776304,1.9106836,2.8164966,0,0,0.82661378,4,0,-0.74583143,-0.39442632,0.07002636,1.8085179,-0.54523396,-0.23547041,0.25038514,2.0198426,-0.40136775,-0.19356447,0.26627553,2.1317339,0.25779423,1.0626122,1.0626122,2.5539899,2.5539899,-2.2095332,0,3.288691,3.0630221,0,14,14,1,0,5.1428571,2.34375,1.5,4.3891392,1.9390123,1.1983305,1.2157993,0,0,1,0,2.4979999,-2.11917,3.2256713,0,1,6,1,1,0,0,0,0,0.082244456,-0.082244456,0.7012217,1,79.042473,4.5197463,0,0,0,0,0,0,29.581947,0,0,0,0,0,1,0.26145357,0,0,0.73854643,0,113.14417,29.581947,0,0,83.562218,0,0.25,0.33333334,0,0,0,0,1,0,0,0,1,0,113.14417,0,0,0,113.14417,0,3,0,1,0,0,1,2.3399999,0,0,0,0,0,0,3.5006065,88.215919,0,39.148643,3.1452,0,0,0,3.5006065,0,88.215919,0,39.148643,0,0.86312056,3.8073549,1.7608353,5.2548308,113.14417,130.07162,0,0,0,0,113.14417,0,0,112.559,42,5,30
Clc1nc(NCC)nc(NCC)n1,simazine,,3.5999999,122-34-9,28.001516,1,0,0,1,3,0,6,0,25,2,5,13,5,41.815731,1.6726292,0,0,7,1,0,12,0,5,0,0,0,2.3531728,-2.4568288,-0.53556401,0.51415765,2.3933401,-2.5137906,-0.5917086,0.56107271,2.3969693,-2.182857,-0.29710317,0.6970861,2.6694107,18.818483,4,0.30769232,6,25,0,13,2,4,0.30769232,19,0,9.681798,8.3897476,4.9142137,5.1462646,6.2575502,4.5299077,1.4142135,1.4142135,0,0,0.90006357,8,0,-0.80389863,-0.4516905,0.06333214,2.1420543,-0.98505741,-0.44577527,0.1615649,2.1823103,-0.50821751,-0.20438236,0.18572329,2.4126399,8.0791912,6.3111129,2.7218153,0.35644159,0.35644159,-1.8353314,0,3.8592277,5.2536688,0,14,14,1,0,11.076923,5.671875,3.7037036,9.0929546,4.5724111,2.9401011,3.1982095,5,2,1,0,0.14300001,-3.2370501,5.1315184,0,1,6,1,1,4,0,0,0,0.9139595,-0.9139595,0.24968781,0.20330049,58.816898,40.59901,0,0,44.864918,0,0,29.581947,0,0,28.41288,0,0,0,0.77819914,0.28671184,0,0.22180088,0.71328813,0.22180088,157.41074,57.994827,0,44.864918,144.28082,44.864918,0.5,1,0,0,0,0,1,0,0,0,1,0,202.27565,0,0,0,202.27565,0,4,1,1,0,0,0.76923078,1.3886,0,86.37809,0,36.879158,0,0,2.6429517,0,0,109.59886,5.3164401,0,50.35659,0,2.6429517,39.819687,0,36.879158,105.80067,62.73,0.6193822,4.7004399,2.7099817,7.0866327,202.27565,210.61288,17.047728,0,0,11.365152,128.99786,44.864918,28.41288,201.661,260,15,58
O=C1NCCC1,2-pyrrolidinone,,2.0999999,616-45-5,13.609551,1,1,0,0,1,0,0,0,13,1,2,6,3,20.454231,1.5734024,0,0,4,0,0,7,0,1,1,0,0,2.2356269,-2.4219031,-0.5039835,0.41262397,2.6072671,-2.524698,-0.48087785,0.36757794,2.5895712,-2.1946924,-0.3041096,0.55134887,2.8609173,9.2704487,0,0,0,13,1,6,0,0,0,12,0,4.4057775,3.5295687,2.6213202,2.6986706,2.8938468,2.161231,1.3535534,1.4082483,0,0,0.83392829,3,0,-0.84743094,-0.41714808,0.053093534,2.0343549,-1.1654902,-0.34246147,0.016158475,2.0078773,-0.52240324,-0.21967815,0.14959785,2.2625525,2.0011773,4.6474586,2.5469499,-0.27458835,-0.27458835,-0.22737682,0,1.0135922,2.2958357,0,14,14,1,0,4.1666665,1.6326531,0.97959185,3.1522384,1.1519974,0.64338934,0.60522842,2,1,1,0,-0.405,0.00436,2.3251252,0,1,5,1,1,0,0,0,0,0.5083583,-0.5083583,0.4947387,0.53222632,15.808495,15.808495,20.299505,0,0,12.949531,0,0,0,0,0,5.6825762,13.566921,0,0.61720467,0.22884595,0.22884595,0.3827953,0.77115405,0.15394937,51.916496,19.249496,19.249496,32.199028,64.866028,12.949531,0.33333334,0.5,0,0,0,0,1,0,0,0,1,0,84.115524,0,0,0,84.115524,0,2,0,1,0,0,0,-0.1036,18.01075,5.2587838,23.862217,18.439579,0,0,0,0,37.736813,0,2.22437,23.862217,0,18.01075,0,0,37.736813,23.698362,0,29.1,0.91829586,3.5849626,1.4294733,4.7962174,84.115524,93.593178,13.566921,0,0,5.6825762,51.916496,12.949531,19.249496,85.105995,26,2,26
[O-][n+]1ccc(C#N)cc1,4-cyanopyridine N-oxide,,2.5799999,14906-59-3,16.229172,1,1,0,0,2,0,6,0,13,0,2,9,5,22.595942,1.7381493,0,0,6,0,0,4,0,2,1,0,0,2.242151,-2.1078572,-0.58243626,0.77028394,2.156646,-2.3499482,-0.53807992,0.79390395,2.1623855,-1.8573298,-0.49986199,0.85431087,2.3899109,6.6508279,0,0,6,13,0,9,0,1,0.11111111,6,1,6.6902347,4.6120768,3.309401,4.112884,4.3256984,2.4165957,1.4940169,2.2247448,0,0,0.81791401,6,0,-0.90072781,-0.46024787,0.13453071,1.9017994,-1.4380282,-0.28551793,0.16445385,1.9055616,-0.52767885,-0.21605732,0.24572437,2.133065,3.7696829,3.6557729,3.6557729,1.2173877,1.2173877,-1.7173246,0,4.5859909,3.3368838,0,14,14,1,0,7.1111112,3.2396693,2,4.2673211,1.799033,1.0277987,0.85300571,3,0,1,0,0.551,-0.81095999,3.331465,0,1,6,1,1,1,0,0,0,0.9409799,-0.9409799,0.31145751,0.5834524,0,33.825527,20.299505,0,0,40.59901,0,0,0,0,17.742489,0,0,16.965525,0.55525285,0.26815623,0.13107668,0.44474712,0.73184377,0.31367046,71.867523,34.708015,16.965525,57.564537,94.724045,40.59901,0.5,1,0,0,0,0,1,0,0,0,1,0,129.43207,0,0,0,129.43207,0,3,0,1,0,0,0.22222222,0.19168399,4.0465865,0,0,74.497238,3.185575,0,0,69.71508,0,0,3.0116999,4.0465865,31.059357,26.836138,19.787321,0,69.71508,0,0,49.25,0.7642045,4.1699252,2.2501361,5.9860415,129.43207,141.92078,34.708015,0,0,0,74.424538,20.299505,34.708015,120.111,90,9,40
O=[N+]([O-])c1c(OC)ccc(C)c1,4-methyl-2-nitroanisole,,4.1799998,119-10-8,23.587137,1,1,0,0,0,0,6,0,21,0,0,12,9,34.954453,1.6644977,0,0,8,0,0,9,0,1,3,0,0,2.5549762,-2.2815304,-0.36961424,0.23314866,2.3102224,-2.2515824,-0.1518936,0.31955889,2.4488263,-2.0209603,-0.065407462,0.48012492,2.5641224,13.010863,2,0.16666667,6,21,1,12,1,2,0.16666667,14,0,9.1378279,6.9040093,5.2320509,5.8533711,5.6470656,3.4391615,2.2380338,3.0436769,0,0,0.85117394,6,0,-0.77408981,-0.41976181,-0.058775652,2.1750538,-0.88704824,-0.18708576,0.02804788,2.3082659,-0.49235466,-0.10448436,0.16746144,2.4197829,3.6945009,3.6323829,3.6323829,2.3866611,2.3866611,-2.4674804,0,4.4477944,4.4251928,0,14,14,1,0,10.083333,4.296875,2.4930749,7.3753104,3.043287,1.721254,1.8704321,4,0,1,0,2.1300001,-2.69941,4.3951421,1,1,6,1,1,2,0,0,0,0.855878,-0.855878,0.36156994,0.37614971,45.216946,19.836529,0,44.116947,0,0,6.6995511,18.017035,0,0,0,0,33.931049,2.503756,0.74674791,0.31969973,0.21391743,0.25325209,0.68030024,0.039334662,127.18745,54.451839,36.434803,43.134354,115.86997,6.6995511,0.5,1,0,0,0,0,1,0,0,0,1,0,170.32181,0,0,0,170.32181,0,3,1,1,0,0,0.083333336,1.9118201,10.999887,7.0856161,0,50.935009,3.185575,35.383869,0,52.929554,0,41.326191,4.43854,7.0856161,10.999887,50.935009,8.4290028,2.7567475,52.929554,0,68.709885,55.049999,0.65002245,4.5849624,2.360678,6.8831973,170.32181,185.73407,0,0,0,0,133.88701,36.434803,0,167.164,190,16,56
ON=Cc1ccncc1,4-pyridinealdoxime,,3.74,696-54-8,17.562757,1,1,0,0,3,0,6,0,15,1,4,9,5,25.583809,1.7055873,0,0,6,0,0,6,0,2,1,0,0,2.1326787,-2.1278718,-0.71776307,0.79741955,2.1110227,-2.0679669,-0.66170204,0.85428041,2.1988018,-1.8059431,-0.56798244,0.9522965,2.4392288,7.8792419,1,0.11111111,6,15,1,9,0,1,0.11111111,8,0,6.5270977,4.7283921,3.3867514,4.112884,4.4318519,2.5072887,1.5326921,2.2247448,0,0,0.81791401,6,0,-0.75672954,-0.40635246,0.14929007,1.8844911,-0.77379334,-0.33936706,0.20061685,1.9696193,-0.44942066,-0.22634313,0.26514632,2.1907289,4.694869,4.8360801,2.2358766,0.60881108,0.54876596,-1.1206129,0,4.2108345,3.4563417,0.005345636,12.641078,9.2694864,2.0594969,10.612095,7.1111112,3.9200001,2.3801653,4.6048775,2.3787186,1.354075,1.2170787,3,1,1,0,0.847,0.051929999,3.4839046,0,1,7,1,1,1,0,0,0,0.39759022,-0.39759022,0.32831705,0.60946405,33.825527,40.59901,20.299505,0,0,0,0,0,27.850786,0,0,5.6825762,0,0,0.95569396,0.2614536,0.044306025,0.044306025,0.73854637,0,122.57484,33.533363,5.6825762,5.6825762,94.724045,0,0.5,1,0,0,0,0,1,0,0,0,1,0,128.25742,0,0,0,128.25742,0,3,0,1,0,0,0.33333334,0.8897,0,16.78553,42.818459,0,3.185575,19.399862,0,69.71508,0,0,3.4459801,0,36.18539,25.604103,3.185575,0,69.71508,0,17.214357,45.48,0.7642045,4.1699252,2.3334491,5.9761019,128.25742,141.92078,16.567839,0,0,0,74.424538,20.299505,33.533363,122.127,94,8,38
O=CC=CCCC,2-Hexenal,,4.0500002,6728-26-3,18.02993,1,1,0,0,1,0,0,0,17,0,1,7,5,20.757813,1.2210478,0,0,6,0,0,10,0,0,1,0,0,2.5021515,-2.5169516,-0.42425334,0.41720834,2.4550364,-2.3484693,-0.3307592,0.49564523,2.6237359,-2.2651641,-0.26937458,0.52994776,2.711971,11.89007,3,0.5,0,16,2,6,3,3,0.5,14,0,5.5355339,4.5545125,4.1462646,4.5355339,3.4142137,2.517724,2.2820218,2.7071068,0,0,0.6976012,6,0,-0.78881311,-0.31404832,0.005076484,1.9872452,-0.80509049,-0.2211407,0.086248912,2.1211941,-0.52387869,-0.1582457,0.10080548,2.2289286,1.6468718,2.4412506,2.4412506,2.1988089,2.1988089,-1.5191394,0,1.6113269,2.952934,0,14,14,1,0,7,6,6,5.2939663,4.2896795,4.0234241,3.2442026,1,0,1,0,1.732,-1.48016,3.1201973,1,1,1,1,0,3,0,0,0,0.30590656,-0.30590656,0.76467764,0.92562366,76.833931,0,0,0,22.058474,0,0,15.808495,0,0,0,0,13.566921,0,0.72225773,0.22901624,0.10577026,0.27774227,0.77098376,0.17197201,92.642426,29.375416,13.566921,35.625397,98.89241,22.058474,0.5,1,0,0,0,0,1,0,0,0,1,0,128.26782,0,0,0,128.26782,0,3,1,0,0,0,1,1.5416,0,0,44.007435,0,0,0,0,35.286369,37.736813,33.326015,3.0112,23.862217,0,0,0,0,73.023178,0,53.471233,17.07,0.80309099,3.5849626,2.398303,5.1689868,128.26782,126.23975,13.566921,0,0,0,92.642426,22.058474,13.566921,98.144997,56,4,22
N(CC)CC,diethylamine,,3.53,109-89-7,15.474723,1,1,0,0,1,0,0,0,16,1,2,5,4,17.946253,1.1216408,0,0,4,0,0,11,0,1,0,0,0,2.1906097,-2.5700223,0.02419265,0.042128142,2.4571717,-2.6950135,0.123,0.123,2.4276237,-2.2912982,0.1057,0.1057,2.7274051,12.685277,2,0.5,0,15,0,4,4,2,0.5,15,0,4.1213202,3.9142137,3.4142137,3.4142137,2.4142137,2.1213202,1.4142135,1.4142135,0,0,0.6565755,4,0,-0.85418075,-0.13580735,-0.11787186,1.9573853,-1.152323,-0.037,-0.037,1.9561789,-0.51639658,-0.054299999,-0.054299999,2.1832972,2.1326804,1.0406272,0.74716645,-2.5024748,0.68925273,-0.54189527,0,0,2.3193038,0.99944699,14,3.7429805,1.0047116,4.4713054,5,4,4,5,4,4,4,1,1,1,0,0.58099997,-0.0119,2.3930736,0,1,0,1,0,2,0,0,0,0.21804962,-0.21804962,0.40698567,1,58.816898,40.59901,0,0,0,0,0,0,0,0,0,5.6825762,0,0,0.94593096,0.054069057,0.054069057,0.054069057,0.94593096,0,99.415909,5.6825762,5.6825762,5.6825762,99.415909,0,0.5,1,0,0,0,0,1,0,0,0,1,0,105.09849,0,0,0,105.09849,0,2,0,0,0,0,1,0.61580002,18.01075,0,0,36.879158,0,0,0,0,0,66.652031,2.4217701,0,0,18.01075,0,0,0,36.879158,66.652031,12.03,0.90438145,3,1.8464394,4.1464396,105.09849,94.507027,0,0,0,0,99.415909,0,5.6825762,73.139,20,2,14
Oc1ccc(-n2cncc2)cc1,4-(imidazol-1-yl)phenol,,5.75,10041-02-8,24.176344,1,1,0,0,2,0,11,0,20,1,3,12,8,31.909237,1.5954618,0,0,9,0,0,8,0,2,1,0,0,1.8268257,-2.2133338,-0.66570228,0.82220584,2.1792765,-2.0699642,-0.59379447,0.84498137,2.3601105,-1.8775493,-0.54243386,0.98349071,2.510633,12.045656,1,0.07692308,11,21,0,13,0,1,0.07692308,10,0,8.3889055,6.3830929,5.0414519,6.1044478,5.8601732,3.6347096,2.1547005,3.1329932,0,0,0.78737724,7,0,-0.83342665,-0.37927648,0.16733077,2.1214707,-0.80317128,-0.30781153,0.16936485,2.2690873,-0.43461302,-0.22755577,0.29721722,2.4259925,3.2097306,4.5648184,2.7728882,1.6426402,1.7277145,-2.1696205,0,5.7825665,4.6908751,0.18097021,9.6291313,7.649086,1.6501161,0.12298349,8.5917158,3.8062284,2.0408163,5.5901208,2.3669209,1.2242175,1.1026145,3,1,1,0,1.378,-1.3450201,4.6733727,0,1,11,1,2,1,0,0,0,0.69837832,-0.69837832,0.26181877,0.41011888,63.233978,6.6995511,49.057533,24.790518,0,0,0,0,0,0,13.566921,5.6825762,0,0,0.96514422,0.11807256,0.034855783,0.034855783,0.88192743,0,157.3485,19.249496,5.6825762,5.6825762,143.78159,0,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,163.03108,0,0,0,163.03108,0,4,0,2,0,0,0.91666669,1.5779001,25.385227,18.684622,0,0,0,0,0,124.54373,0,5.2434282,4.5228801,0,44.069847,0,5.2434282,2.7567475,121.78698,0,0,38.049999,0.68129086,4.7004399,2.5812263,6.8355036,163.03108,193.18822,5.6825762,0,0,0,118.99106,24.790518,19.249496,160.17599,199,13,60
Cc1c(C)nc2c(n1)cccc2,2 3-dimethylquinoxaline,,3.1099999,2379-55-7,26.46793,1,1,0,0,2,0,10,0,22,0,2,12,10,29.668934,1.3485879,0,0,10,0,0,10,0,2,0,0,0,2.0104208,-2.2841582,-0.51014549,0.52988893,2.2844648,-2.1989391,-0.4178879,0.64003986,2.3808293,-2.0258315,-0.36303765,0.71910238,2.5573947,13.57207,0,0,11,23,0,13,1,0,0,12,0,8.552042,7.2038283,6.309401,7.1378284,5.7708569,3.9717774,3.0773504,4.1378636,0,0,0.73297548,6,0,-0.73624718,-0.35915124,0.000714296,2.2046685,-0.72575432,-0.2546936,0.099542208,2.3242681,-0.48017091,-0.17581031,0.15721919,2.5050957,4.0087895,3.2039924,3.2039924,1.9407356,1.946431,-2.5814586,0,5.2705536,4.8964157,0.013551819,14,8.8620768,1.0743858,0.00813436,8.5917158,3.3950617,1.7013233,5.8155122,2.2061985,1.0703205,1.0691812,2,0,1,0,2.14133,-1.31086,4.930182,0,1,11,1,2,0,0,0,0,0.49391678,-0.49391678,0.19940729,0.5,63.233978,85.615105,0,0,0,0,0,0,0,0,0,11.365152,0,0,0.92906278,0.070937216,0.070937216,0.070937216,0.92906278,0,148.84908,11.365152,11.365152,11.365152,148.84908,0,0.33333334,0.5,0,0,0,0,1,0,0,0,1,0,160.21423,0,0,0,160.21423,0,4,0,2,0,0,0.5,2.24664,0,33.57106,0,0,5.513495,0,0,74.861008,0,66.652031,4.9011998,0,33.57106,0,5.513495,4.2882738,70.572739,0,66.652031,25.780001,0.68129086,4.7004399,2.3568139,6.8731217,160.21423,202.08588,11.365152,0,0,0,148.84908,0,11.365152,158.20399,182,17,62
